customer_id,revenue,orders,units_purchased,unique_products,first_purchase,last_purchase,country,average_order_value,revenue_rank
16422,34684.4,51,33704,68,2010-12-05 15:35:00,2011-11-22 14:00:00,United Kingdom,680.086274509804,27
15838,33643.08,19,18368,54,2010-12-07 11:26:00,2011-11-28 14:00:00,United Kingdom,1770.6884210526316,28
12748,33053.19,209,25287,1768,2010-12-01 12:48:00,2011-12-09 12:20:00,United Kingdom,158.14923444976077,29
17404,31906.82,15,32748,111,2010-12-14 13:28:00,2011-12-05 16:26:00,Sweden,2127.1213333333335,30
17389,31833.68,34,7612,45,2011-01-12 15:48:00,2011-12-09 09:38:00,United Kingdom,936.2847058823529,31
13098,28882.44,28,15968,156,2011-01-26 13:46:00,2011-12-08 14:14:00,United Kingdom,1031.5157142857142,32
14680,28754.11,16,13476,73,2010-12-03 12:05:00,2011-11-14 16:59:00,United Kingdom,1797.131875,33
13081,28337.38,11,19068,503,2010-12-03 17:20:00,2011-11-28 10:54:00,United Kingdom,2576.1254545454544,34
13408,28117.04,62,16232,234,2010-12-01 10:39:00,2011-12-08 09:05:00,United Kingdom,453.5006451612903,35
17857,26879.04,23,19256,19,2010-12-09 11:35:00,2011-12-05 13:13:00,United Kingdom,1168.6539130434783,36
16333,26626.8,22,32184,9,2011-02-03 10:50:00,2011-12-02 12:19:00,United Kingdom,1210.3090909090909,37
13777,25977.16,33,12897,36,2010-12-01 16:01:00,2011-12-09 12:25:00,United Kingdom,787.1866666666666,38
12753,21429.39,6,11421,132,2010-12-12 11:44:00,2011-11-17 10:52:00,Japan,3571.565,39
12744,21279.29,7,5241,178,2011-01-25 13:26:00,2011-10-19 11:18:00,Singapore,3039.8985714285714,40
16210,21086.3,18,7559,74,2010-12-01 12:27:00,2011-12-08 12:36:00,United Kingdom,1171.461111111111,41
17675,20374.28,31,8360,239,2010-12-07 13:22:00,2011-12-08 18:03:00,United Kingdom,657.2348387096774,42
17381,20275.61,29,25649,40,2010-12-02 12:58:00,2011-12-01 11:59:00,United Kingdom,699.1589655172414,43
12471,19788.65,30,8200,150,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,659.6216666666667,44
15039,19766.59,47,9131,408,2010-12-06 11:26:00,2011-11-30 11:31:00,United Kingdom,420.5657446808511,45
12731,18895.91,12,8437,109,2010-12-10 10:56:00,2011-11-16 11:59:00,France,1574.6591666666666,46
15159,18641.010000000002,30,11441,363,2010-12-13 15:44:00,2011-12-08 12:05:00,United Kingdom,621.3670000000001,47
12901,17654.54,28,23075,30,2011-03-14 10:41:00,2011-12-01 10:07:00,United Kingdom,630.5192857142857,48
12678,17628.46,12,10923,105,2010-12-21 11:00:00,2011-10-28 13:04:00,France,1469.0383333333332,49
14031,17286.86,19,5788,119,2010-12-02 16:34:00,2011-12-02 17:13:00,United Kingdom,909.8347368421053,50
17428,17256.85,28,9474,252,2010-12-06 09:37:00,2011-12-09 09:45:00,United Kingdom,616.3160714285714,51
13767,17220.36,37,7322,55,2010-12-01 10:47:00,2011-12-07 15:00:00,United Kingdom,465.41513513513513,52
13881,17159.52,20,10118,72,2011-02-01 10:14:00,2011-12-06 12:50:00,United Kingdom,857.976,53
16839,16594.35,34,8975,114,2010-12-05 11:15:00,2011-12-01 09:03:00,United Kingdom,488.06911764705876,54
12921,16587.09,37,9526,233,2010-12-01 15:06:00,2011-11-30 16:22:00,United Kingdom,448.29972972972973,55
17677,16345.38,30,9772,178,2010-12-06 08:42:00,2011-12-08 09:56:00,United Kingdom,544.846,56
15189,16225.39,41,6149,80,2011-01-11 12:29:00,2011-12-08 13:22:00,United Kingdom,395.74121951219513,57
14607,16209.5,14,11526,38,2011-03-23 15:22:00,2011-11-24 10:35:00,United Kingdom,1157.8214285714287,58
15856,16143.64,27,10866,295,2010-12-09 13:34:00,2011-12-05 17:09:00,United Kingdom,597.9125925925925,59
14051,15610.390000000001,23,3756,52,2010-12-08 12:49:00,2011-12-09 10:20:00,United Kingdom,678.7126086956522,60
15513,14758.22,19,5709,183,2010-12-01 11:22:00,2011-11-06 14:36:00,United Kingdom,776.7484210526316,61
16133,14589.04,33,8887,219,2011-01-25 15:55:00,2011-12-06 11:24:00,United Kingdom,442.09212121212124,62
14866,14389.9,12,6752,30,2010-12-08 14:58:00,2011-11-29 11:45:00,United Kingdom,1199.1583333333333,63
16705,14034.99,20,5476,133,2010-12-16 10:51:00,2011-12-09 12:08:00,United Kingdom,701.7495,64
12681,13787.54,22,7536,267,2010-12-07 10:08:00,2011-11-25 11:33:00,France,626.7063636363637,65
12621,13689.67,20,7440,261,2010-12-09 10:16:00,2011-12-08 11:25:00,Germany,684.4835,66
12540,13400.24,17,6685,277,2010-12-13 09:39:00,2011-11-20 11:31:00,Spain,788.2494117647059,67
12433,13375.87,7,11071,219,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,1910.8385714285716,68
15498,13316.4,27,6105,360,2010-12-08 12:29:00,2011-12-07 12:48:00,United Kingdom,493.2,69
12477,13219.74,6,3653,191,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,2203.29,70
17735,13110.02,19,8439,319,2010-12-07 10:32:00,2011-12-07 16:47:00,United Kingdom,690.001052631579,71
16525,13027.45,26,7397,75,2010-12-08 11:31:00,2011-12-07 15:07:00,United Kingdom,501.0557692307693,72
14258,12669.98,9,7100,58,2011-01-06 12:18:00,2011-11-30 15:27:00,United Kingdom,1407.7755555555555,73
13078,12627.94,26,5630,95,2010-12-08 09:07:00,2011-12-06 15:36:00,United Kingdom,485.69,74
12536,12601.830000000002,3,2803,260,2011-10-11 14:52:00,2011-10-27 14:20:00,France,4200.610000000001,75
15640,12416.11,15,6572,240,2010-12-02 15:40:00,2011-12-05 14:35:00,United Kingdom,827.7406666666667,76
16000,12393.7,3,5110,9,2011-12-07 12:14:00,2011-12-07 12:17:00,United Kingdom,4131.233333333334,77
17340,12353.29,11,5967,229,2010-12-08 15:56:00,2011-11-10 10:45:00,United Kingdom,1123.0263636363636,78
12682,12279.82,31,5555,209,2010-12-03 13:59:00,2011-12-06 10:00:00,France,396.1232258064516,79
13113,12245.960000000001,24,3045,95,2010-12-08 13:21:00,2011-12-09 12:49:00,United Kingdom,510.2483333333334,80
14606,12076.15,93,6187,819,2010-12-01 16:57:00,2011-12-08 19:28:00,United Kingdom,129.8510752688172,81
12557,11990.960000000001,5,4384,15,2010-12-03 12:20:00,2011-11-23 16:59:00,Spain,2398.192,82
12939,11581.8,8,4876,21,2011-01-09 11:20:00,2011-10-06 14:33:00,United Kingdom,1447.725,83
15125,11528.48,15,6193,102,2011-03-14 09:59:00,2011-11-14 13:57:00,United Kingdom,768.5653333333333,84
14194,11349.52,21,5840,269,2011-02-04 14:51:00,2011-12-05 10:38:00,United Kingdom,540.4533333333334,85
12971,11189.91,86,9289,94,2010-12-02 16:42:00,2011-12-06 12:20:00,United Kingdom,130.11523255813952,86
14895,11138.710000000001,20,4851,273,2011-02-22 13:08:00,2011-12-02 09:23:00,United Kingdom,556.9355,87
12409,11072.67,3,5551,91,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,3690.89,88
17581,11025.24,25,5915,229,2010-12-02 14:47:00,2011-12-09 12:21:00,United Kingdom,441.0096,89
15482,10879.76,12,5004,46,2010-12-16 10:08:00,2011-11-24 10:46:00,United Kingdom,906.6466666666666,90
13319,10845.550000000001,26,4724,209,2010-12-09 10:04:00,2011-12-04 13:34:00,United Kingdom,417.1365384615385,91
17107,10797.48,6,4826,269,2011-03-06 15:17:00,2011-11-06 14:14:00,United Kingdom,1799.58,92
13340,10736.48,7,5770,128,2011-03-08 11:39:00,2011-10-25 13:15:00,United Kingdom,1533.782857142857,93
17139,10650.77,12,5176,309,2011-02-24 09:32:00,2011-11-24 10:12:00,United Kingdom,887.5641666666667,94
16779,10611.72,22,5301,161,2010-12-08 09:56:00,2011-12-07 14:54:00,United Kingdom,482.35090909090906,95
17865,10526.32,20,5757,191,2010-12-10 14:53:00,2011-11-09 12:08:00,United Kingdom,526.316,96
17706,10504.49,17,3899,270,2010-12-08 11:02:00,2011-12-05 13:34:00,United Kingdom,617.9111764705882,97
15251,10484.99,11,6171,97,2011-04-12 10:38:00,2011-11-30 15:02:00,United Kingdom,953.180909090909,98
14062,10464.85,12,5593,60,2010-12-10 15:56:00,2011-11-30 10:04:00,United Kingdom,872.0708333333333,99
14769,10416.98,8,7239,718,2010-12-17 11:40:00,2011-12-07 10:24:00,United Kingdom,1302.1225,100
15615,10399.74,23,5508,184,2010-12-15 16:21:00,2011-11-29 14:42:00,United Kingdom,452.1626086956522,101
15502,10384.93,12,4236,164,2010-12-05 15:40:00,2011-11-24 12:48:00,United Kingdom,865.4108333333334,102
16180,10254.18,8,5867,90,2011-04-01 10:23:00,2011-08-31 16:28:00,United Kingdom,1281.7725,103
16843,10196.57,16,10159,226,2011-01-16 16:10:00,2011-10-28 09:06:00,United Kingdom,637.285625,104
12590,9864.26,2,4283,68,2011-05-12 14:46:00,2011-05-12 14:52:00,Germany,4932.13,105
13199,9817.12,38,6176,48,2010-12-08 10:51:00,2011-12-06 12:30:00,United Kingdom,258.34526315789475,106
13001,9785.970000000001,13,5490,166,2011-01-17 12:45:00,2011-12-05 14:51:00,United Kingdom,752.7669230769231,107
15078,9743.11,32,5105,97,2010-12-06 12:38:00,2011-12-02 15:41:00,United Kingdom,304.4721875,108
12709,9706.52,15,3912,93,2010-12-08 09:49:00,2011-11-24 15:38:00,Germany,647.1013333333334,109
13458,9646.57,14,5508,242,2010-12-15 12:05:00,2011-12-02 15:29:00,United Kingdom,689.0407142857142,110
14733,9585.91,12,3764,102,2010-12-07 11:30:00,2011-11-23 15:39:00,United Kingdom,798.8258333333333,111
16523,9418.470000000001,21,4265,151,2011-01-28 12:06:00,2011-12-08 09:06:00,United Kingdom,448.4985714285715,112
12567,9401.28,10,4305,323,2010-12-05 11:57:00,2011-11-17 11:02:00,France,940.128,113
14367,9227.82,16,4426,270,2011-03-08 14:12:00,2011-12-01 13:19:00,United Kingdom,576.73875,114
14667,9175.04,25,5319,354,2010-12-06 13:13:00,2011-11-29 11:30:00,United Kingdom,367.00160000000005,115
18092,9068.26,11,4252,28,2010-12-09 10:00:00,2011-12-07 13:14:00,United Kingdom,824.3872727272727,116
12451,9035.52,5,6575,265,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,1807.104,117
13969,9024.17,18,4528,334,2010-12-09 19:32:00,2011-12-02 15:11:00,United Kingdom,501.34277777777777,118
13488,8968.31,13,4518,271,2010-12-07 13:01:00,2011-11-22 14:41:00,United Kingdom,689.87,119
13090,8910.82,14,2263,98,2010-12-02 07:48:00,2011-12-01 12:39:00,United Kingdom,636.4871428571429,120
16033,8778.82,20,3529,538,2010-12-05 10:36:00,2011-12-04 12:44:00,United Kingdom,438.941,121
17017,8694.26,20,6673,88,2010-12-02 10:17:00,2011-12-07 09:32:00,United Kingdom,434.713,122
17306,8631.31,19,11491,13,2010-12-21 13:34:00,2011-11-29 12:14:00,United Kingdom,454.2794736842105,123
16656,8625.8,15,8894,14,2010-12-10 11:23:00,2011-11-17 14:43:00,United Kingdom,575.0533333333333,124
17243,8540.05,26,3320,180,2010-12-05 10:03:00,2011-12-08 13:26:00,United Kingdom,328.4634615384615,125
14527,8507.13,55,2088,330,2010-12-05 13:17:00,2011-12-07 12:19:00,United Kingdom,154.6750909090909,126
12683,8476.57,15,4987,177,2010-12-09 10:37:00,2011-12-05 16:31:00,France,565.1046666666666,127
18139,8438.34,6,5557,35,2011-11-21 14:06:00,2011-11-22 10:44:00,United Kingdom,1406.39,128
15358,8347.2,22,7050,292,2010-12-09 10:04:00,2011-12-05 09:04:00,United Kingdom,379.41818181818184,129
16558,8338.49,20,5377,264,2010-12-08 12:01:00,2011-12-09 10:20:00,United Kingdom,416.92449999999997,130
14056,8152.71,23,4252,320,2011-02-28 15:19:00,2011-12-08 13:36:00,United Kingdom,354.46565217391304,131
14936,8137.02,8,4085,210,2011-03-09 11:53:00,2011-11-06 10:30:00,Channel Islands,1017.1275,132
16672,8134.9400000000005,20,2832,22,2011-03-18 10:15:00,2011-12-07 16:29:00,United Kingdom,406.747,133
13854,8109.5199999999995,25,2296,39,2010-12-09 10:48:00,2011-12-01 09:06:00,United Kingdom,324.38079999999997,134
14952,8099.49,11,3355,117,2010-12-10 12:48:00,2011-10-11 10:33:00,United Kingdom,736.3172727272727,135
18109,8004.92,26,4230,119,2010-12-05 10:58:00,2011-12-08 11:36:00,United Kingdom,307.88153846153847,136
14796,7975.49,17,5995,403,2010-12-08 10:40:00,2011-12-08 15:31:00,United Kingdom,469.1464705882353,137
12428,7956.46,9,3536,258,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,884.0511111111111,138
15290,7943.22,18,4501,93,2010-12-15 16:03:00,2011-12-05 11:39:00,United Kingdom,441.29,139
14849,7930.54,25,5694,159,2010-12-01 12:22:00,2011-11-18 10:58:00,United Kingdom,317.2216,140
12757,7834.650000000001,13,2395,237,2011-05-12 19:01:00,2011-11-24 12:30:00,Portugal,602.6653846153847,141
13093,7832.47,8,3961,97,2010-12-01 15:00:00,2011-03-09 12:14:00,United Kingdom,979.05875,142
12435,7829.89,2,2055,31,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,3914.945,143
13629,7792.36,11,4372,28,2011-01-05 12:09:00,2011-11-16 13:21:00,United Kingdom,708.3963636363636,144
17811,7761.82,39,4146,359,2011-01-10 10:58:00,2011-12-05 13:46:00,United Kingdom,199.02102564102563,145
15044,7634.7300000000005,17,2785,233,2010-12-12 14:27:00,2011-11-20 13:20:00,United Kingdom,449.1017647058824,146
15194,7616.53,15,5703,209,2010-12-06 15:00:00,2011-12-06 15:10:00,United Kingdom,507.76866666666666,147
18172,7561.68,20,3184,100,2011-02-23 10:44:00,2011-11-25 11:12:00,United Kingdom,378.084,148
13263,7436.93,35,4768,450,2011-01-18 16:31:00,2011-12-08 13:59:00,United Kingdom,212.48371428571429,149
12980,7374.900000000001,9,886,6,2010-12-16 11:36:00,2011-07-05 09:34:00,United Kingdom,819.4333333333334,150
15465,7354.62,18,1257,43,2010-12-05 10:12:00,2011-11-20 10:11:00,United Kingdom,408.59,151
17396,7330.8,8,2005,24,2010-12-03 09:45:00,2011-10-31 14:12:00,United Kingdom,916.35,152
12474,7324.09,18,4833,253,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,406.8938888888889,153
12583,7281.38,15,5060,115,2010-12-01 08:45:00,2011-12-07 08:07:00,France,485.42533333333336,154
13018,7277.7,28,5435,313,2011-02-17 11:05:00,2011-11-23 13:28:00,United Kingdom,259.91785714285714,155
18229,7276.9,20,2488,66,2010-12-01 16:25:00,2011-11-28 09:48:00,United Kingdom,363.84499999999997,156
16729,7205.33,21,5722,234,2011-04-12 14:22:00,2011-11-01 14:29:00,United Kingdom,343.11095238095237,157
16745,7180.7,17,6719,148,2011-02-01 11:31:00,2011-09-14 11:58:00,United Kingdom,422.3941176470588,158
16873,7123.62,6,3840,179,2010-12-10 15:45:00,2011-12-05 12:05:00,United Kingdom,1187.27,159
13324,7121.95,10,5205,25,2010-12-14 09:50:00,2011-11-03 16:28:00,United Kingdom,712.1949999999999,160
16923,7069.08,19,3344,313,2010-12-12 11:06:00,2011-11-27 13:00:00,United Kingdom,372.0568421052632,161
13985,7060.13,15,3445,108,2011-03-20 13:48:00,2011-12-05 17:06:00,United Kingdom,470.67533333333336,162
14961,7044.68,9,3708,193,2010-12-14 11:38:00,2011-11-29 09:42:00,United Kingdom,782.7422222222223,163
12766,6989.63,7,3646,205,2010-12-08 13:53:00,2011-12-06 08:46:00,Portugal,998.5185714285715,164
12798,6977.04,3,5256,6,2011-06-22 10:11:00,2011-11-29 15:52:00,Japan,2325.68,165
12989,6924.11,15,2943,41,2010-12-10 13:24:00,2011-12-06 15:28:00,United Kingdom,461.6073333333333,166
13027,6912.0,6,17280,6,2010-12-20 12:45:00,2011-08-18 09:39:00,United Kingdom,1152.0,167
16187,6911.4400000000005,15,5048,160,2011-02-28 13:34:00,2011-11-08 09:50:00,United Kingdom,460.7626666666667,168
16713,6910.78,15,4271,338,2010-12-08 13:01:00,2011-11-21 12:36:00,United Kingdom,460.71866666666665,169
17416,6893.42,7,4302,186,2011-03-03 13:45:00,2011-11-10 12:47:00,United Kingdom,984.7742857142857,170
12705,6868.29,9,3997,228,2010-12-17 15:58:00,2011-11-24 13:17:00,Germany,763.1433333333333,171
12476,6816.42,11,2408,177,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,619.6745454545454,172
12830,6814.64,6,9848,13,2011-06-21 10:53:00,2011-11-02 11:54:00,United Kingdom,1135.7733333333333,173
15601,6776.56,14,4983,230,2010-12-02 10:39:00,2011-11-28 15:15:00,United Kingdom,484.04,174
16652,6773.97,7,3283,74,2011-03-11 13:13:00,2011-10-12 09:38:00,United Kingdom,967.71,175
18055,6761.34,10,2452,223,2010-12-05 10:52:00,2011-12-02 14:25:00,United Kingdom,676.134,176
16532,6748.8,3,2016,2,2011-01-05 12:37:00,2011-11-22 11:08:00,United Kingdom,2249.6,177
15023,6720.41,11,2827,347,2010-12-05 13:49:00,2011-12-06 17:23:00,United Kingdom,610.9463636363636,178
13576,6717.34,18,2646,78,2010-12-01 17:24:00,2011-11-29 15:34:00,United Kingdom,373.18555555555554,179
15249,6688.46,13,3577,211,2011-03-28 12:49:00,2011-11-08 11:45:00,United Kingdom,514.496923076923,180
16746,6680.11,18,4660,234,2010-12-16 11:43:00,2011-12-05 12:33:00,United Kingdom,371.1172222222222,181
16353,6675.71,23,2006,51,2010-12-05 12:09:00,2011-12-06 12:23:00,United Kingdom,290.24826086956523,182
12626,6620.4800000000005,9,3453,232,2011-01-17 11:01:00,2011-11-16 16:06:00,Germany,735.6088888888889,183
16182,6617.65,4,3791,17,2011-02-18 10:11:00,2011-09-28 13:23:00,United Kingdom,1654.4125,184
15144,6580.4400000000005,17,3050,132,2011-01-31 13:17:00,2011-12-01 15:12:00,United Kingdom,387.084705882353,185
12472,6572.11,7,4148,219,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,938.8728571428571,186
17338,6493.54,8,3059,389,2010-12-13 12:57:00,2011-11-22 14:23:00,United Kingdom,811.6925,187
18223,6484.54,14,2948,116,2010-12-16 16:42:00,2011-12-05 09:11:00,United Kingdom,463.18142857142857,188
15694,6479.4,14,1677,42,2010-12-02 07:49:00,2011-12-09 09:44:00,United Kingdom,462.8142857142857,189
13225,6463.84,7,3416,23,2010-12-13 09:49:00,2011-12-06 13:29:00,United Kingdom,923.4057142857143,190
13102,6424.09,24,4204,140,2010-12-09 13:38:00,2011-12-08 12:52:00,United Kingdom,267.67041666666665,191
12431,6419.95,15,2896,163,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,427.99666666666667,192
16814,6416.7,21,2697,122,2010-12-05 11:45:00,2011-11-25 13:27:00,United Kingdom,305.5571428571428,193
13871,6403.25,13,2806,155,2011-02-04 09:30:00,2011-11-17 10:49:00,United Kingdom,492.5576923076923,194
12359,6310.03,4,1609,214,2011-01-12 12:43:00,2011-10-13 12:47:00,Cyprus,1577.5075,195
13668,6309.83,21,3722,284,2010-12-12 12:35:00,2011-12-07 12:11:00,United Kingdom,300.46809523809526,196
13709,6307.650000000001,13,3508,244,2011-01-28 14:57:00,2011-12-06 10:28:00,United Kingdom,485.2038461538462,197
15005,6295.37,28,4230,360,2010-12-08 14:36:00,2011-11-24 12:25:00,United Kingdom,224.83464285714285,198
16126,6287.77,4,2125,57,2011-02-16 11:18:00,2011-11-10 16:03:00,United Kingdom,1571.9425,199
17315,6281.2300000000005,38,3863,256,2010-12-17 12:24:00,2011-12-08 12:15:00,United Kingdom,165.2955263157895,200
14057,6211.66,17,4873,179,2010-12-14 12:11:00,2011-11-16 10:32:00,United Kingdom,365.39176470588234,201
12357,6207.67,1,2708,131,2011-11-06 16:07:00,2011-11-06 16:07:00,Switzerland,6207.67,202
14060,6140.42,19,5386,86,2010-12-02 12:11:00,2011-12-05 12:29:00,United Kingdom,323.18,203
13418,6127.43,18,3918,223,2010-12-02 10:45:00,2011-11-28 10:23:00,United Kingdom,340.4127777777778,204
15939,6115.01,15,4728,28,2011-01-12 12:43:00,2011-09-11 11:30:00,United Kingdom,407.6673333333334,205
17509,6083.64,8,3512,75,2011-10-07 13:14:00,2011-10-13 10:26:00,United Kingdom,760.455,206
14735,6065.6900000000005,32,2264,99,2010-12-16 16:05:00,2011-12-06 12:09:00,United Kingdom,189.55281250000002,207
13097,6003.22,10,2360,214,2010-12-14 15:13:00,2011-11-07 10:43:00,United Kingdom,600.322,208
12637,6002.9,8,2994,205,2011-01-20 10:47:00,2011-10-03 13:46:00,France,750.3625,209
14101,5976.79,6,6942,15,2011-01-17 13:09:00,2011-09-27 12:28:00,United Kingdom,996.1316666666667,210
15382,5955.71,6,4012,193,2011-02-17 12:01:00,2011-11-25 10:58:00,United Kingdom,992.6183333333333,211
14944,5900.25,12,2815,101,2011-02-16 12:47:00,2011-11-10 09:10:00,United Kingdom,491.6875,212
13209,5891.61,8,4253,255,2010-12-13 10:31:00,2011-11-09 13:54:00,United Kingdom,736.45125,213
13534,5870.08,25,2961,119,2010-12-16 15:23:00,2011-12-07 14:52:00,United Kingdom,234.8032,214
14505,5859.43,8,2739,540,2010-12-12 16:14:00,2011-11-22 15:45:00,United Kingdom,732.42875,215
14415,5855.57,13,2996,283,2010-12-14 13:31:00,2011-12-08 14:38:00,United Kingdom,450.42846153846153,216
13050,5836.86,17,3748,246,2010-12-08 09:30:00,2011-11-25 09:18:00,United Kingdom,343.3447058823529,217
12720,5781.7300000000005,25,4672,211,2010-12-05 15:21:00,2011-12-07 08:03:00,Germany,231.2692,218
15218,5756.89,11,3329,77,2011-01-25 11:20:00,2011-11-29 11:48:00,United Kingdom,523.3536363636364,219
17686,5739.46,7,2478,205,2011-02-10 10:18:00,2011-12-02 15:39:00,United Kingdom,819.9228571428572,220
13316,5732.93,4,5508,66,2011-03-30 13:01:00,2011-11-02 13:40:00,United Kingdom,1433.2325,221
13178,5725.47,11,3570,95,2010-12-14 12:22:00,2011-11-13 16:14:00,United Kingdom,520.4972727272727,222
16553,5719.82,12,4600,62,2010-12-14 13:58:00,2011-06-29 15:42:00,United Kingdom,476.65166666666664,223
13468,5704.97,37,2589,184,2010-12-01 15:08:00,2011-12-08 10:39:00,United Kingdom,154.1883783783784,224
14110,5683.15,12,2445,94,2011-03-18 09:59:00,2011-12-06 12:26:00,United Kingdom,473.5958333333333,225
17716,5655.99,11,3072,171,2011-03-17 10:38:00,2011-11-17 12:00:00,United Kingdom,514.180909090909,226
13004,5655.91,18,4822,277,2010-12-17 08:20:00,2011-11-28 11:27:00,United Kingdom,314.21722222222223,227
17049,5655.03,9,2673,201,2011-03-09 08:33:00,2011-12-07 10:48:00,United Kingdom,628.3366666666666,228
18118,5625.08,26,2865,424,2010-12-05 12:13:00,2011-11-29 11:32:00,United Kingdom,216.34923076923076,229
17757,5593.39,30,3318,275,2010-12-02 17:17:00,2011-12-08 15:31:00,United Kingdom,186.44633333333334,230
12839,5591.42,14,3807,95,2010-12-07 15:48:00,2011-12-07 12:33:00,United Kingdom,399.38714285714286,231
12481,5579.82,10,3294,150,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,557.982,232
14688,5579.1,21,3584,148,2010-12-01 09:37:00,2011-12-02 12:26:00,United Kingdom,265.6714285714286,233
14049,5578.72,4,3808,348,2011-01-26 11:27:00,2011-11-23 12:20:00,United Kingdom,1394.68,234
16767,5575.56,11,4423,148,2011-01-27 13:38:00,2011-11-09 09:42:00,United Kingdom,506.86909090909097,235
12539,5568.35,4,2067,157,2011-01-10 09:11:00,2011-11-17 13:30:00,Spain,1392.0875,236
16161,5533.67,19,2583,286,2010-12-06 10:03:00,2011-12-08 12:10:00,United Kingdom,291.2457894736842,237
18225,5504.96,12,3242,150,2010-12-09 15:46:00,2011-12-06 13:27:00,United Kingdom,458.74666666666667,238
16609,5493.46,7,2420,155,2011-04-01 10:11:00,2011-11-24 13:32:00,United Kingdom,784.78,239
15805,5488.18,17,3367,220,2010-12-10 09:33:00,2011-11-16 16:32:00,United Kingdom,322.83411764705886,240
16985,5464.12,10,1832,62,2010-12-16 10:38:00,2011-11-22 13:33:00,United Kingdom,546.412,241
16265,5447.0,9,2646,164,2010-12-10 10:21:00,2011-11-30 16:41:00,United Kingdom,605.2222222222222,242
18198,5425.56,17,4074,81,2011-01-07 13:39:00,2011-12-05 14:49:00,United Kingdom,319.15058823529415,243
12490,5417.93,10,3064,131,2011-01-14 09:13:00,2011-12-04 16:07:00,France,541.793,244
