stock_code,description,revenue,units_sold,orders,customers,average_selling_price,revenue_share_pct,revenue_rank,cumulative_revenue_pct
22138,BAKING SET 9 PIECE RETROSPOT,24185.27,4937,934,581,4.898778610492202,0.22726008444593146,58,25.33097333460164
48187,DOORMAT NEW ENGLAND,24108.39,3807,600,314,6.332647754137116,0.2265376713700302,59,25.557511005971673
21731,RED TOADSTOOL LED NIGHT LIGHT,23919.78,14001,849,266,1.7084336833083351,0.22476537258951843,60,25.782276378561185
48185,DOORMAT FAIRY CAKE,23872.91,3615,365,143,6.60384785615491,0.22432495244295897,61,26.00660133100415
23344,JUMBO BAG 50'S CHRISTMAS,23772.07,10285,716,391,2.311333981526495,0.22337739606192505,62,26.229978727066072
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23489.42,4800,470,275,4.893629166666666,0.2207214379986641,63,26.450700165064735
22189,CREAM HEART CARD HOLDER,23435.82,8284,524,274,2.8290463544181557,0.22021777851806695,64,26.6709179435828
21733,RED HANGING HEART T-LIGHT HOLDER,23199.24,7872,741,385,2.9470579268292685,0.21799472329568503,65,26.88891266687849
21929,JUMBO BAG PINK VINTAGE PAISLEY,23179.06,11006,865,308,2.106038524441214,0.217805099259893,66,27.106717766138384
82482,WOODEN PICTURE FRAME WHITE FINISH,23057.06,8986,1100,410,2.565886935232584,0.21665871014360846,67,27.32337647628199
20713,JUMBO BAG OWLS,23001.06,11429,657,207,2.0125172806019775,0.2161324987459696,68,27.53950897502796
21623,VINTAGE UNION JACK MEMOBOARD,22980.239999999998,3269,221,139,7.029746099724686,0.21593686086563316,69,27.755445835893592
22139,RETROSPOT TEA SET CERAMIC 11 PC,22868.260000000002,4518,962,488,5.061589198760514,0.21488462600299757,70,27.97033046189659
22090,PAPER BUNTING RETROSPOT,22785.06,7562,798,325,3.0130997090716742,0.2141028262122199,71,28.184433288108814
22697,GREEN REGENCY TEACUP AND SAUCER,22755.5,7278,1013,387,3.126614454520473,0.2138250617673234,72,28.398258349876134
85066,CREAM SWEETHEART MINI CHEST,22594.2,1784,519,289,12.664910313901347,0.2123093850094816,73,28.610567734885617
20727,LUNCH BAG  BLACK SKULL.,22346.96,12195,1273,458,1.8324690446904468,0.20998616168890621,74,28.820553896574523
15056N,EDWARDIAN PARASOL NATURAL,22152.690000000002,3950,456,184,5.608275949367089,0.20816067797070456,75,29.028714574545226
48194,DOORMAT HEARTS,22114.42,3416,592,286,6.473776346604215,0.20780106886021102,76,29.236515643405436
20712,JUMBO BAG WOODLAND ANIMALS,22092.420000000002,9773,863,248,2.2605566356287734,0.20759434295399581,77,29.444109986359436
84029E,RED WOOLLY HOTTIE WHITE HEART.,22025.73,4734,429,228,4.652667934093789,0.20696768155920053,78,29.651077667918635
23202,JUMBO BAG VINTAGE LEAF,21810.43,10941,879,377,1.993458550406727,0.2049445866679213,79,29.856022254586556
20724,RED RETROSPOT CHARLOTTE BAG,21773.39,17761,1032,335,1.225910140194809,0.2045965354149116,80,30.06061879000147
20728,LUNCH BAG CARS BLUE,21699.48,11786,1150,479,1.8411233667062616,0.2039020303363494,81,30.26452082033782
22630,DOLLY GIRL LUNCH BOX,21609.789999999997,11780,850,287,1.8344473684210525,0.2030592464032382,82,30.467580066741057
21523,DOORMAT FANCY FONT HOME SWEET HOME,21593.74,3245,502,203,6.6544653312788915,0.20290843045802212,83,30.670488497199084
21843,RED RETROSPOT CAKE STAND,21354.3,2012,539,260,10.613469184890656,0.2006585008678321,84,30.871146998066912
21212,PACK OF 72 RETROSPOT CAKE CASES,21246.45,36396,1320,635,0.5837578305308276,0.1996450740957724,85,31.070792072162686
21166,COOK WITH WINE METAL SIGN,20874.440000000002,10324,723,287,2.0219333591631155,0.19614943298799353,86,31.26694150515068
23206,LUNCH BAG APPLE DESIGN,20852.58,12147,1036,401,1.7166856013830576,0.19594402261027236,87,31.462885527760953
22659,LUNCH BOX I LOVE LONDON,20781.649999999998,11504,707,213,1.8064716620305978,0.19527751949537017,88,31.65816304725632
22728,ALARM CLOCK BAKELIKE PINK,20672.15,5356,783,291,3.8596247199402542,0.1942485882803443,89,31.852411635536665
21479,WHITE SKULL HOT WATER BOTTLE,20582.2,3915,499,252,5.257266922094509,0.19340336122288695,90,32.04581499675955
82494L,WOODEN FRAME ANTIQUE WHITE,19599.49,6735,910,392,2.9100950259836678,0.18416919689121478,91,32.229984193650765
84946,ANTIQUE SILVER T-LIGHT GLASS,19381.62,14664,689,348,1.3217144026186578,0.1821219526554367,92,32.41210614630621
22501,PICNIC BASKET WICKER LARGE,19302.26,1602,445,187,12.048851435705368,0.1813762359319257,93,32.59348238223813
22328,ROUND SNACK BOXES SET OF 4 FRUITS,19094.97,6835,581,227,2.793704462326262,0.17942840806377303,94,32.77291079030191
22467,GUMBALL COAT RACK,18798.670000000002,7926,681,262,2.3717726469846077,0.17664418597233766,95,32.94955497627424
22969,HOMEMADE JAM SCENTED CANDLES,18771.149999999998,12520,646,429,1.4992931309904152,0.17638559065692655,96,33.12594056693116
22383,LUNCH BAG SUKI DESIGN,18699.43,10301,1084,399,1.8153023978254539,0.17571166420266487,97,33.30165223113383
15036,ASSORTED COLOURS SILK FAN,18569.84,23826,518,194,0.7793939393939394,0.17449395464873604,98,33.47614618578257
20726,LUNCH BAG WOODLAND,18283.78,9909,1017,372,1.8451690382480572,0.17180595407001173,99,33.64795213985258
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18056.280000000002,10241,262,160,1.763136412459721,0.16966822026710407,100,33.81762036011968
22382,LUNCH BAG SPACEBOY DESIGN,18031.31,10427,1157,490,1.7292903040184138,0.16943358636354974,101,33.98705394648323
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17927.45,16244,305,167,1.103635188377247,0.16845765215357175,102,34.15551159863681
22835,HOT WATER BOTTLE I AM SO POORLY,17892.96,3441,657,316,5.199930252833479,0.16813356231241883,103,34.323645160949226
22865,HAND WARMER OWL DESIGN,17786.13,8439,654,375,2.107611091361536,0.1671297201051018,104,34.49077488105433
21485,RETROSPOT HEART HOT WATER BOTTLE,17663.98,3524,623,371,5.012480136208853,0.16598192149400212,105,34.65675680254833
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,17623.350000000002,6073,879,356,2.901918327021242,0.16560013633175097,106,34.82235693888008
22698,PINK REGENCY TEACUP AND SAUCER,17445.56,5788,765,319,3.0140912232204564,0.16392950911056872,107,34.98628644799065
22384,LUNCH BAG PINK POLKADOT,17388.99,10487,1090,444,1.6581472299036903,0.16339794163263252,108,35.14968438962328
23203,JUMBO BAG DOILEY PATTERNS,17268.69,8893,514,299,1.94182952884291,0.1622675267909191,109,35.3119519164142
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,17239.69,8411,662,232,2.0496599690880988,0.161995024459999,110,35.4739469408742
22077,6 RIBBONS RUSTIC CHARM,17186.62,9172,955,413,1.8738137810728301,0.16149634519441522,111,35.635443286068615
22385,JUMBO BAG SPACEBOY DESIGN,17071.59,8666,686,247,1.969950380798523,0.1604154506038725,112,35.795858736672486
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,17069.7,5736,264,145,2.9758891213389123,0.16039769096920217,113,35.95625642764169
22197,SMALL POPCORN HOLDER,17045.8,20149,589,228,0.8459873939153307,0.1601731114619956,114,36.116429539103684
82583,HOT BATHS METAL SIGN,16946.260000000002,7258,609,206,2.3348387985670986,0.15923777070269265,115,36.27566730980637
22492,MINI PAINT SET VINTAGE,16937.82,26633,380,213,0.6359711635940375,0.15915846312776277,116,36.43482577293414
21754,HOME BUILDING BLOCK WORD,16923.47,2759,777,360,6.133914461761508,0.15902362145711785,117,36.593849394391256
20719,WOODLAND CHARLOTTE BAG,16744.45,13290,833,238,1.2599285176824682,0.15734143637845174,118,36.75119083076971
22993,SET OF 4 PANTRY JELLY MOULDS,16478.48,12649,1073,431,1.302749624476243,0.15484221413863036,119,36.90603304490834
84978,HANGING HEART JAR T-LIGHT HOLDER,16453.78,12493,728,304,1.317039942367726,0.15461011732574323,120,37.06064316223408
22624,IVORY KITCHEN SCALES,16378.710000000001,1883,711,376,8.698199681359533,0.15390471215394422,121,37.214547874388025
84078A,SET/4 WHITE RETRO STORAGE CUBES,16363.300000000001,415,155,79,39.42963855421687,0.15375991005327252,122,37.3683077844413
23301,GARDENERS KNEELING PAD KEEP CALM,16327.35,8807,913,405,1.853905983876462,0.1534221011292526,123,37.52172988557055
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16148.04,3319,459,211,4.865332931605906,0.1517371910272773,124,37.67346707659783
85152,HAND OVER THE CHOCOLATE   SIGN,15928.730000000001,8246,677,270,1.9316917293233085,0.1496764156412743,125,37.823143492239105
15056BL,EDWARDIAN PARASOL BLACK,15828.84,2844,321,142,5.565696202531646,0.14873778606073607,126,37.97188127829983
23313,VINTAGE CHRISTMAS BUNTING,15798.66,2990,401,254,5.283832775919732,0.14845419570393714,127,38.120335474003774
22379,RECYCLING BAG RETROSPOT,15607.59,6896,748,187,2.2632816125290023,0.1466587812084577,128,38.266994255212225
82483,WOOD 2 DRAWER CABINET WHITE FINISH,15123.92,2386,543,241,6.338608549874267,0.14211391216031544,129,38.409108167372544
22084,PAPER CHAIN KIT EMPIRE,15099.37,5181,436,277,2.9143736730360934,0.14188322484224342,130,38.55099139221479
22900,SET 2 TEA TOWELS I LOVE LONDON,14938.43,4907,533,194,3.044310169146118,0.14037093087195784,131,38.69136232308675
84997D,CHILDRENS CUTLERY POLKADOT PINK,14493.640000000001,3666,358,208,3.9535297326786694,0.13619140287989054,132,38.82755372596664
22752,SET 7 BABUSHKA NESTING BOXES,14427.97,1787,380,188,8.073850027979853,0.13557432604983802,133,38.96312805201648
22866,HAND WARMER SCOTTY DOG DESIGN,14366.52,6611,548,329,2.1731235819089396,0.13499690300725042,134,39.098124955023735
22847,BREAD BIN DINER STYLE IVORY,14329.539999999999,901,375,214,15.904039955604883,0.13464941555216678,135,39.232774370575896
48184,DOORMAT ENGLISH ROSE,14300.15,2035,407,227,7.027100737100737,0.1343732485347274,136,39.367147619110625
22507,MEMO BOARD RETROSPOT  DESIGN,14193.35,2960,459,230,4.795050675675676,0.1333696882263734,137,39.500517307337
23200,JUMBO BAG PEARS,14188.960000000001,7067,595,262,2.0077769916513373,0.13332843701145136,138,39.63384574434845
21232,STRAWBERRY CERAMIC TRINKET BOX,14117.58,10473,706,296,1.3479977083930106,0.13265770541210387,139,39.766503449760556
22625,RED KITCHEN SCALES,14082.2,1620,546,292,8.692716049382717,0.13232525256838135,140,39.898828702328935
22867,HAND WARMER BIRD DESIGN,14061.890000000001,6433,554,333,2.1858992693921966,0.13213440697041626,141,40.03096310929935
22083,PAPER CHAIN KIT RETROSPOT,14051.640000000001,4616,610,294,3.0441161178509533,0.13203809149138415,142,40.16300120079073
21930,JUMBO STORAGE BAG SKULLS,14006.2,6438,705,220,2.1755514134824483,0.13161110852872865,143,40.29461230931946
23343,JUMBO BAG VINTAGE CHRISTMAS,13972.710000000001,6078,476,286,2.298899308983218,0.13129641531967645,144,40.425908724639136
22622,BOX OF VINTAGE ALPHABET BLOCKS,13931.31,1342,267,174,10.381005961251862,0.13090739475070773,145,40.55681611938984
20971,PINK BLUE FELT CRAFT TRINKET BOX,13828.1,10993,522,277,1.2579004821249886,0.1299375683515952,146,40.68675368774144
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13814.009999999998,54951,535,307,0.25138778184200467,0.12980516980529644,147,40.81655885754673
22941,CHRISTMAS LIGHTS 10 REINDEER,13795.92,1670,311,205,8.26102994011976,0.1296351847305949,148,40.94619404227732
AMAZONFEE,AMAZON FEE,13761.09,2,2,0,6880.545,0.12930790003452775,149,41.075501942311845
23077,DOUGHNUT LIP GLOSS,13695.77,10395,344,217,1.3175343915343916,0.1286941120257105,150,41.20419605433756
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,13611.81,1794,382,172,7.587408026755853,0.12790517079453628,151,41.33210122513209
22551,PLASTERS IN TIN SPACEBOY,13602.11,8074,673,339,1.684680455783998,0.12781402346315957,152,41.45991524859525
21524,DOORMAT SPOTTY HOME SWEET HOME,13572.06,1752,480,251,7.746609589041095,0.12753165466853372,153,41.58744690326378
23356,LOVE HOT WATER BOTTLE,13334.32,2359,476,316,5.652530733361594,0.12529769935291493,154,41.712744602616695
22554,PLASTERS IN TIN WOODLAND ANIMALS,13328.27,7803,704,351,1.708095604254774,0.12524084972870575,155,41.8379854523454
22558,CLOTHES PEGS RETROSPOT PACK 24,13325.869999999999,8676,772,363,1.5359462886122637,0.12521829781166408,156,41.963203750157064
23207,LUNCH BAG ALPHABET DESIGN,13325.55,7830,740,377,1.7018582375478926,0.12521529088939184,157,42.08841904104646
23108,SET OF 10 LED DOLLY LIGHTS,13290.52,2219,372,271,5.989418657052727,0.12488612686690458,158,42.213305167913354
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13269.49,2841,405,195,4.670711017247448,0.124688515693827,159,42.33799368360718
22499,WOODEN UNION JACK BUNTING,12792.25,2091,407,217,6.117766618842659,0.1202040669900922,160,42.45819775059728
22113,GREY HEART HOT WATER BOTTLE,12763.08,3220,561,337,3.9636894409937886,0.11992996723171497,161,42.57812771782899
22427,ENAMEL FLOWER JUG CREAM,12647.26,2106,506,311,6.005346628679962,0.11884164930181268,162,42.696969367130805
20750,RED RETROSPOT MINI CASES,12634.98,1747,385,235,7.232386949055524,0.11872625865961617,163,42.815695625790426
20749,ASSORTED COLOUR MINI CASES,12550.57,1762,383,239,7.122911464245176,0.11793308894399666,164,42.933628714734425
20723,STRAWBERRY CHARLOTTE BAG,12548.15,9793,722,230,1.2813387113244155,0.11791034909431299,165,43.051539063828734
22607,WOODEN ROUNDERS GARDEN SET,12531.57,1327,358,224,9.44353428786737,0.11775455293408349,166,43.16929361676283
21790,VINTAGE SNAP CARDS,12510.01,14521,926,449,0.86151160388403,0.11755196154599255,167,43.286845578308814
22188,BLACK HEART CARD HOLDER,12483.220000000001,4870,189,123,2.5632895277207393,0.11730022577201499,168,43.40414580408083
21755,LOVE BUILDING BLOCK WORD,12435.86,2011,629,337,6.183918448533069,0.11685520127572616,169,43.52100100535656
22568,FELTCRAFT CUSHION OWL,12413.89,3373,470,244,3.6803705899792467,0.11664875726847392,170,43.63764976262503
22424,ENAMEL BREAD BIN CREAM,12358.33,873,454,189,14.156162657502863,0.1161266803889594,171,43.75377644301398
22149,FELTCRAFT 6 FLOWER FRIENDS,12357.08,6070,547,337,2.0357627677100494,0.11611493459883354,172,43.869891377612824
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,322,190,4.040075286415712,0.11597727393855839,173,43.98586865155138
21977,PACK OF 60 PINK PAISLEY CAKE CASES,12226.32,24820,869,410,0.49259951651893635,0.1148862309853469,174,44.100754882536734
48188,DOORMAT WELCOME PUPPIES,12107.02,2064,287,163,5.865804263565892,0.1137652127757342,175,44.21452009531246
47590B,PINK HAPPY BIRTHDAY BUNTING,12050.12,2323,393,238,5.187309513560052,0.11323054440920477,176,44.327750639721664
22273,FELTCRAFT DOLL MOLLY,12001.59,4509,331,211,2.6616966067864274,0.11277452585335813,177,44.44052516557502
22191,IVORY DINER WALL CLOCK,11911.65,1445,415,239,8.243356401384084,0.11192939276222177,178,44.552454558337246
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,11905.95,3034,477,186,3.9241760052735666,0.11187583195924784,179,44.6643303902965
82486,WOOD S/3 CABINET ANT WHITE FINISH,11885.98,1402,403,183,8.47787446504993,0.111688181216197,180,44.7760185715127
22087,PAPER BUNTING WHITE LACE,11872.58,4082,326,155,2.9085203331700145,0.1115622663460477,181,44.88758083785874
22193,RED DINER WALL CLOCK,11857.07,1400,460,206,8.469335714285714,0.11141652458216596,182,44.99899736244091
22158,3 HEARTS HANGING DECORATION RUSTIC,11797.380000000001,3413,303,196,3.456601230588925,0.11085563961207559,183,45.10985300205299
22502,PICNIC BASKET WICKER SMALL,11789.27,1876,461,175,6.284259061833689,0.11077943292573897,184,45.220632434978725
23300,GARDENERS KNEELING PAD CUP OF TEA,11785.99,6809,758,351,1.7309428697312381,0.11074861197244867,185,45.33138104695117
21936,RED RETROSPOT PICNIC BAG,11665.19,3985,531,223,2.9272747804266,0.10961349881468493,186,45.44099454576586
23581,JUMBO BAG PAISLEY PARK,11581.83,5020,338,230,2.3071374501992032,0.10883019556277115,187,45.549824741328635
22692,DOORMAT WELCOME TO OUR HOME,11539.06,1522,443,231,7.5815111695137976,0.10842830160782452,188,45.65825304293645
21217,RED RETROSPOT ROUND CAKE TINS,11522.44,1088,344,167,10.590477941176472,0.108272129582311,189,45.76652517251877
22730,ALARM CLOCK BAKELIKE IVORY,11453.4,2885,570,241,3.9699826689774698,0.10762338610207914,190,45.87414855862085
21481,FAWN BLUE HOT WATER BOTTLE,11443.87,3307,490,253,3.460498941638948,0.10753383619815954,191,45.98168239481901
22356,CHARLOTTE BAG PINK POLKADOT,11417.74,9716,742,220,1.1751482091395635,0.10728830220136842,192,46.08897069702038
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",11382.81,2128,430,150,5.34906484962406,0.10696007784209122,193,46.19593077486247
22041,"RECORD FRAME 7"" SINGLE SIZE",11354.56,4374,361,73,2.5959213534522174,0.10669462298524664,194,46.30262539784771
21080,SET/20 RED RETROSPOT PAPER NAPKINS,11312.56,13202,986,427,0.856882290562036,0.1062999644370175,195,46.40892536228473
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,11300.02,975,290,179,11.589764102564104,0.10618213067047483,196,46.515107492955195
22605,WOODEN CROQUET GARDEN SET,11276.21,782,299,181,14.41970588235294,0.1059583968601573,197,46.621065889815355
47566B,TEA TIME PARTY BUNTING,11275.27,2379,365,192,4.739499789827659,0.10594956402598266,198,46.72701545384134
22570,FELTCRAFT CUSHION RABBIT,11204.97,3086,386,202,3.630904082955282,0.10528898078930393,199,46.832304434630636
23170,REGENCY TEA PLATE ROSES,11097.25,6857,445,224,1.618382674639055,0.10427677557941727,200,46.93658121021006
22413,METAL SIGN TAKE IT OR LEAVE IT,11095.94,3774,412,228,2.9401006889242183,0.10426446599136535,201,47.04084567620142
B,Adjust bad debt,11062.06,1,1,0,11062.06,0.10394610809579387,202,47.14479178429721
22662,LUNCH BAG DOLLY GIRL DESIGN,11060.88,6706,682,310,1.649400536832687,0.10393502006991505,203,47.248726804367124
20711,JUMBO BAG TOYS,11014.62,5007,522,152,2.199844218094668,0.103500331868937,204,47.35222713623607
85014B,RED RETROSPOT UMBRELLA,10952.2,1910,350,210,5.734136125654451,0.10291379409321172,205,47.45514093032928
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10910.61,1359,261,170,8.028410596026491,0.1025229881641439,206,47.557663918493425
22988,SOLDIERS EGG CUP,10858.31,9073,418,197,1.196771740328447,0.10203154430527762,207,47.659695462798695
23209,LUNCH BAG VINTAGE DOILY,10797.0,6548,601,319,1.6489004276114845,0.10145543679118414,208,47.761150899589886
22617,BAKING SET SPACEBOY DESIGN,10745.05,2209,464,296,4.864214576731553,0.10096728175355313,209,47.86211818134343
22846,BREAD BIN DINER STYLE RED,10676.619999999999,665,278,158,16.05506766917293,0.10032427021890268,210,47.96244245156234
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,10610.04,3261,422,278,3.253615455381785,0.09969864245363855,211,48.06214109401598
21891,TRADITIONAL WOODEN SKIPPING ROPE,10504.85,8130,425,264,1.292109471094711,0.09871021072296665,212,48.16085130473894
21791,VINTAGE HEADS AND TAILS CARD GAME,10504.4,7864,607,342,1.3357578840284843,0.09870598223852131,213,48.25955728697746
23209,LUNCH BAG DOILEY PATTERN,10502.19,6551,492,290,1.6031430315982294,0.09868521568157879,214,48.358242502659046
47590A,BLUE HAPPY BIRTHDAY BUNTING,10491.75,1990,390,228,5.272236180904523,0.09858711484244756,215,48.4568296175015
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10487.050000000001,16401,621,318,0.6394152795561246,0.0985429506715743,216,48.55537256817307
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,668,305,1.6553440076093848,0.09811878669854901,217,48.65349135487162
22992,REVOLVER WOODEN RULER,10373.99,5233,348,217,1.9824173514236576,0.09748056744626993,218,48.75097192231789
22169,FAMILY ALBUM WHITE PICTURE FRAME,10345.76,1197,372,165,8.643074352548037,0.09721530052206737,219,48.848187222839954
21914,BLUE HARMONICA IN BOX,10339.81,7876,603,306,1.3128250380904012,0.09715939056106822,220,48.94534661340102
